Area (SQFT),Unit Price ($ PSF),Type of Sale,Property Type,Planning Region,Floor,Remaining Tenure,Is Freehold,walk_distance
2411.14,2496,New Sale,Condominium,Central Region,1,0,1,893.0
1162.51,2411,Resale,Apartment,Central Region,24,89,0,182.0
990.29,1232,Resale,Condominium,Central Region,9,72,0,5449.0
1184.04,887,Resale,Condominium,East Region,14,86,0,1066.0
1087.16,819,Resale,Apartment,East Region,11,80,0,2263.0
2130.2,1230,Resale,Terrace House,North East Region,0,0,1,737.0
1291.68,716,Resale,Executive Condominium,East Region,4,75,0,1694.0
1259.39,1096,Resale,Apartment,Central Region,0,0,1,1596.0
1964.43,1390,Resale,Terrace House,Central Region,0,0,1,1081.0
1151.75,1042,Resale,Condominium,North East Region,2,89,0,1175.0
753.48,942,Resale,Executive Condominium,West Region,3,89,0,353.0
570.49,2829,New Sale,Apartment,Central Region,5,0,1,1035.0
775.01,1400,Resale,Condominium,North East Region,4,90,0,506.0
1140.98,3135,New Sale,Condominium,Central Region,16,0,1,962.0
1528.49,3166,New Sale,Condominium,Central Region,18,0,1,962.0
850.36,1499,New Sale,Apartment,North East Region,4,96,0,2098.0
635.08,1523,New Sale,Apartment,North East Region,7,96,0,1319.0
764.24,1715,New Sale,Condominium,Central Region,13,96,0,576.0
1011.82,1678,New Sale,Condominium,Central Region,3,96,0,486.0
904.18,1535,New Sale,Apartment,North East Region,4,95,0,3041.0
710.42,1664,New Sale,Condominium,Central Region,5,95,0,905.0
1054.87,1713,New Sale,Condominium,Central Region,16,96,0,541.0
516.67,1843,New Sale,Apartment,Central Region,4,96,0,292.0
1054.87,1567,New Sale,Apartment,Central Region,1,96,0,292.0
538.2,1600,New Sale,Apartment,North East Region,9,96,0,2135.0
1259.39,1687,New Sale,Condominium,Central Region,10,96,0,595.0
828.83,3013,New Sale,Condominium,Central Region,8,0,1,962.0
527.44,1759,New Sale,Condominium,Central Region,14,96,0,486.0
656.6,2952,New Sale,Apartment,Central Region,33,0,1,740.0
527.44,1769,New Sale,Condominium,Central Region,15,96,0,576.0
1140.98,3025,New Sale,Condominium,Central Region,9,0,1,962.0
495.14,2960,New Sale,Condominium,Central Region,3,0,1,308.0
473.62,1757,New Sale,Apartment,Central Region,4,96,0,840.0
796.54,2281,New Sale,Apartment,Central Region,6,0,1,663.0
1420.85,1580,New Sale,Condominium,Central Region,2,96,0,541.0
527.44,3564,New Sale,Condominium,Central Region,36,0,1,962.0
441.32,3107,New Sale,Apartment,Central Region,10,0,1,1035.0
2411.14,3424,New Sale,Condominium,Central Region,31,0,1,995.0
2411.14,3241,New Sale,Condominium,Central Region,18,0,1,995.0
1700.71,998,New Sale,Executive Condominium,North East Region,10,96,0,468.0
1571.54,3060,New Sale,Condominium,Central Region,6,0,1,995.0
839.59,1147,New Sale,Executive Condominium,North East Region,16,96,0,552.0
2217.38,2742,New Sale,Apartment,Central Region,12,0,1,812.0
936.47,1433,New Sale,Apartment,North East Region,6,96,0,1300.0
2066.69,3422,New Sale,Condominium,Central Region,33,0,1,995.0
2066.69,3462,New Sale,Condominium,Central Region,36,0,1,995.0
828.83,3248,New Sale,Condominium,Central Region,23,0,1,962.0
613.55,1462,New Sale,Condominium,East Region,12,96,0,1545.0
1571.54,3396,New Sale,Condominium,Central Region,28,0,1,995.0
1270.15,1306,New Sale,Apartment,West Region,10,96,0,2783.0
688.9,2936,New Sale,Condominium,Central Region,3,0,1,308.0
731.95,1652,New Sale,Apartment,West Region,20,97,0,1458.0
484.38,2751,New Sale,Apartment,Central Region,12,96,0,784.0
764.24,1647,New Sale,Condominium,Central Region,4,96,0,493.0
936.47,1432,New Sale,Apartment,North East Region,4,96,0,1319.0
958.0,1634,New Sale,Apartment,Central Region,13,96,0,297.0
635.08,1694,New Sale,Apartment,Central Region,4,96,0,383.0
2400.37,2568,New Sale,Condominium,Central Region,1,0,1,1389.0
645.84,1717,New Sale,Apartment,Central Region,3,96,0,906.0
904.18,1666,New Sale,Condominium,Central Region,5,96,0,576.0
1356.26,1067,New Sale,Executive Condominium,North East Region,15,96,0,496.0
818.06,2633,New Sale,Apartment,Central Region,4,0,1,405.0
505.91,2072,New Sale,Condominium,Central Region,7,96,0,527.0
635.08,1694,New Sale,Apartment,Central Region,4,96,0,353.0
462.85,1480,New Sale,Condominium,East Region,10,96,0,1633.0
2594.12,2420,New Sale,Condominium,Central Region,1,0,1,1389.0
473.62,1780,New Sale,Apartment,North East Region,13,96,0,414.0
462.85,1472,New Sale,Condominium,East Region,9,96,0,1545.0
592.02,1421,New Sale,Condominium,East Region,11,96,0,1446.0
958.0,2649,New Sale,Apartment,Central Region,17,0,1,740.0
1420.85,1639,New Sale,Condominium,Central Region,6,96,0,674.0
904.18,1679,New Sale,Condominium,Central Region,9,96,0,576.0
516.67,1370,New Sale,Apartment,North East Region,12,96,0,1557.0
828.83,3028,New Sale,Condominium,Central Region,9,0,1,962.0
2164.64,855,Resale,Terrace House,North East Region,0,74,0,680.0
742.72,1682,New Sale,Apartment,Central Region,4,96,0,348.0
484.38,1535,New Sale,Condominium,West Region,4,96,0,515.0
2432.66,2483,New Sale,Condominium,Central Region,1,0,1,893.0
484.38,1729,New Sale,Apartment,Central Region,1,96,0,818.0
516.67,1630,New Sale,Apartment,West Region,12,97,0,1448.0
688.9,2901,New Sale,Apartment,Central Region,23,96,0,784.0
635.08,1986,New Sale,Apartment,Central Region,16,95,0,1299.0
1044.11,1966,New Sale,Apartment,Central Region,35,94,0,619.0
667.37,1813,New Sale,Apartment,Central Region,8,95,0,407.0
775.01,1852,New Sale,Apartment,Central Region,4,96,0,844.0
473.62,1799,New Sale,Apartment,Central Region,3,96,0,840.0
839.59,1137,New Sale,Executive Condominium,North East Region,7,96,0,605.0
1754.53,940,Resale,Apartment,West Region,7,0,1,492.0
1474.67,772,Resale,Executive Condominium,East Region,1,89,0,1227.0
1276.61,1316,Resale,Terrace House,North East Region,0,0,1,687.0
1097.93,2839,New Sale,Apartment,Central Region,23,96,0,784.0
796.54,2528,New Sale,Apartment,Central Region,6,96,0,784.0
1302.44,1148,Resale,Condominium,Central Region,8,75,0,575.0
667.37,1419,New Sale,Condominium,North East Region,14,94,0,374.0
387.5,1290,Resale,Apartment,North East Region,4,0,1,1288.0
473.62,1294,Resale,Apartment,Central Region,5,0,1,651.0
1410.08,837,Resale,Apartment,Central Region,2,75,0,339.0
1108.69,1261,Resale,Apartment,Central Region,5,0,1,767.0
1076.4,944,Resale,Condominium,West Region,18,69,0,295.0
893.41,940,Resale,Condominium,West Region,12,74,0,793.0
1162.51,1041,Resale,Condominium,East Region,6,88,0,1169.0
1087.16,1555,Resale,Apartment,Central Region,4,0,1,928.0
1259.39,1054,Resale,Condominium,West Region,6,0,1,1639.0
495.14,1721,New Sale,Condominium,Central Region,15,96,0,1574.0
1044.11,2101,New Sale,Condominium,Central Region,3,96,0,568.0
1108.69,857,Resale,Executive Condominium,East Region,6,89,0,1227.0
1001.05,1535,New Sale,Apartment,East Region,5,0,1,2319.0
1334.74,2607,Resale,Apartment,Central Region,7,0,1,970.0
839.59,1429,Resale,Apartment,Central Region,14,0,1,1115.0
1054.87,870,Resale,Executive Condominium,West Region,5,89,0,353.0
570.49,1296,Resale,Apartment,North East Region,2,89,0,832.0
2421.9,1404,Resale,Condominium,Central Region,15,0,1,240.0
925.7,2463,New Sale,Apartment,Central Region,3,0,1,1862.0
3078.5,991,Resale,Condominium,Central Region,0,0,1,2349.0
721.19,2389,New Sale,Apartment,Central Region,42,96,0,1653.0
1496.2,1771,Resale,Condominium,Central Region,7,0,1,675.0
1377.79,2367,Resale,Apartment,Central Region,24,86,0,297.0
473.62,1372,Sub Sale,Apartment,North East Region,15,92,0,1465.0
2035.47,1615,Resale,Terrace House,North East Region,0,0,1,2526.0
624.31,1145,Resale,Apartment,East Region,2,0,1,1855.0
3466.01,1025,New Sale,Terrace House,West Region,0,97,0,1292.0
678.13,1840,New Sale,Condominium,Central Region,5,95,0,907.0
1399.32,1000,Resale,Condominium,Central Region,2,74,0,870.0
1001.05,1593,New Sale,Apartment,Central Region,2,96,0,297.0
1194.8,423,Resale,Apartment,Central Region,0,0,1,932.0
9795.24,1582,Resale,Detached House,Central Region,0,0,1,989.0
1614.6,1350,Resale,Apartment,Central Region,5,0,1,699.0
1614.6,743,Resale,Condominium,North East Region,1,0,1,1223.0
893.41,1388,Resale,Condominium,East Region,14,0,1,1819.0
570.49,1104,Resale,Condominium,West Region,12,89,0,663.0
990.29,1413,New Sale,Apartment,West Region,27,96,0,2783.0
1646.89,850,Resale,Condominium,East Region,2,90,0,2507.0
1119.46,1117,Resale,Condominium,East Region,10,90,0,1621.0
3412.19,1905,Resale,Condominium,Central Region,4,85,0,3203.0
1367.03,1094,Resale,Condominium,East Region,3,86,0,1548.0
581.26,1247,Sub Sale,Apartment,North East Region,3,92,0,333.0
1097.93,3115,Resale,Apartment,Central Region,49,89,0,263.0
495.14,1171,Resale,Condominium,North East Region,16,91,0,917.0
1743.77,2409,New Sale,Terrace House,East Region,0,0,1,1999.0
1571.54,974,Resale,Condominium,North Region,12,88,0,1074.0
882.65,1799,New Sale,Apartment,Central Region,6,0,1,779.0
1022.58,758,Resale,Condominium,North Region,10,76,0,1224.0
1237.86,662,Resale,Executive Condominium,North Region,11,75,0,999.0
2103.29,1179,Resale,Terrace House,East Region,0,0,1,422.0
1194.8,2343,Resale,Condominium,Central Region,15,0,1,572.0
2551.07,2372,Resale,Condominium,Central Region,16,0,1,636.0
2917.04,628,Resale,Terrace House,North East Region,0,91,0,3026.0
656.6,1359,New Sale,Condominium,East Region,10,96,0,1450.0
484.38,1053,Sub Sale,Apartment,North East Region,3,92,0,1425.0
871.88,3152,Resale,Condominium,Central Region,24,0,1,953.0
914.94,2552,New Sale,Apartment,Central Region,19,0,1,740.0
2196.93,1748,Resale,Terrace House,East Region,0,0,1,1083.0
1259.39,1048,Resale,Apartment,East Region,2,0,1,1102.0
1011.82,946,Resale,Apartment,Central Region,7,73,0,598.0
721.19,2730,New Sale,Condominium,Central Region,3,0,1,492.0
4668.35,1564,Sub Sale,Detached House,North East Region,0,0,1,1344.0
1367.03,914,Resale,Condominium,North East Region,2,89,0,498.0
979.52,1429,Resale,Condominium,Central Region,15,89,0,553.0
516.67,1635,New Sale,Apartment,West Region,13,97,0,1448.0
871.88,3215,Resale,Condominium,Central Region,33,0,1,953.0
1302.44,979,Resale,Condominium,East Region,17,75,0,663.0
796.54,1313,New Sale,Condominium,North Region,7,94,0,2432.0
1227.1,1698,New Sale,Apartment,Central Region,15,96,0,348.0
1614.6,792,Resale,Terrace House,East Region,0,71,0,1816.0
667.37,1437,New Sale,Condominium,North East Region,21,94,0,303.0
1442.38,666,Resale,Apartment,East Region,4,0,1,1288.0
613.55,1496,New Sale,Apartment,West Region,23,96,0,2788.0
2801.87,999,Resale,Terrace House,North East Region,0,0,1,1831.0
1087.16,1323,Resale,Apartment,Central Region,6,0,1,637.0
1603.84,872,Resale,Condominium,North Region,1,0,1,1702.0
441.32,2112,New Sale,Apartment,Central Region,19,95,0,1299.0
538.2,1896,New Sale,Apartment,Central Region,9,95,0,297.0
947.23,1372,Resale,Condominium,Central Region,7,77,0,904.0
1248.62,1041,Resale,Condominium,East Region,2,0,1,877.0
1140.98,726,Resale,Executive Condominium,North Region,10,82,0,925.0
1485.43,959,Resale,Apartment,North East Region,4,0,1,857.0
721.19,1262,New Sale,Condominium,East Region,1,96,0,1888.0
979.52,2707,New Sale,Condominium,Central Region,12,0,1,1269.0
2036.55,1807,Resale,Terrace House,North East Region,0,0,1,2426.0
645.84,1639,New Sale,Apartment,Central Region,7,0,1,665.0
1797.59,751,Resale,Condominium,East Region,7,88,0,2332.0
1463.9,1590,Resale,Condominium,Central Region,0,0,1,852.0
807.3,936,Resale,Executive Condominium,East Region,10,89,0,1571.0
2405.75,1409,Resale,Terrace House,Central Region,0,0,1,1043.0
1011.82,1581,Resale,Condominium,Central Region,12,69,0,1141.0
1108.69,1984,Resale,Apartment,Central Region,8,0,1,368.0
775.01,1006,Resale,Condominium,East Region,12,89,0,1742.0
1819.12,2309,Resale,Condominium,Central Region,17,0,1,732.0
484.38,1464,New Sale,Apartment,North East Region,1,96,0,1300.0
1184.04,1752,New Sale,Apartment,Central Region,17,95,0,725.0
764.24,1675,New Sale,Condominium,Central Region,7,96,0,576.0
1915.99,652,Resale,Terrace House,East Region,0,72,0,1634.0
839.59,1598,New Sale,Apartment,Central Region,1,96,0,399.0
1614.6,1782,Resale,Condominium,Central Region,7,84,0,647.0
731.95,1969,New Sale,Apartment,Central Region,16,96,0,1568.0
581.26,1192,New Sale,Apartment,North East Region,17,96,0,1182.0
548.96,1722,New Sale,Condominium,West Region,18,96,0,656.0
462.85,1467,New Sale,Apartment,North East Region,16,96,0,1207.0
918.17,2832,Resale,Terrace House,Central Region,0,0,1,1093.0
1496.2,2794,New Sale,Condominium,Central Region,9,0,1,823.0
1044.11,1662,New Sale,Apartment,West Region,15,97,0,1407.0
1054.87,896,Resale,Executive Condominium,West Region,4,89,0,410.0
1227.1,697,Resale,Executive Condominium,West Region,7,75,0,2311.0
1227.1,3234,Resale,Apartment,Central Region,36,85,0,374.0
3153.85,1110,Resale,Condominium,Central Region,1,0,1,2308.0
559.73,2126,Resale,Apartment,Central Region,23,0,1,798.0
731.95,1814,New Sale,Apartment,Central Region,5,96,0,1653.0
2341.17,1080,Resale,Terrace House,North East Region,0,0,1,601.0
452.09,1614,New Sale,Apartment,North East Region,14,95,0,2256.0
914.94,1568,New Sale,Apartment,West Region,15,97,0,1351.0
1205.57,614,Resale,Apartment,North East Region,4,75,0,340.0
1582.31,3089,Resale,Condominium,Central Region,5,0,1,1253.0
1367.03,1437,Resale,Condominium,Central Region,4,84,0,1094.0
1259.39,1826,Resale,Apartment,Central Region,5,0,1,855.0
753.48,1099,Resale,Condominium,East Region,3,88,0,736.0
1237.86,909,Resale,Condominium,East Region,3,0,1,1831.0
3489.69,1576,Resale,Semi-Detached House,Central Region,0,0,1,3262.0
1560.78,712,Resale,Condominium,East Region,11,70,0,1071.0
1227.1,884,Resale,Apartment,Central Region,3,73,0,598.0
495.14,2807,New Sale,Apartment,Central Region,4,0,1,622.0
742.72,1620,New Sale,Condominium,Central Region,4,96,0,1353.0
1216.33,1591,Resale,Condominium,Central Region,29,0,1,543.0
904.18,1565,New Sale,Apartment,North East Region,3,96,0,2135.0
871.88,1130,New Sale,Condominium,East Region,1,96,0,1958.0
1679.18,1291,New Sale,Apartment,North East Region,12,96,0,1499.0
1054.87,1119,Resale,Apartment,Central Region,2,0,1,810.0
9773.71,593,Resale,Detached House,Central Region,0,57,0,3268.0
753.48,2248,Resale,Apartment,Central Region,15,89,0,182.0
1802.97,1786,Resale,Terrace House,Central Region,0,0,1,1998.0
1657.66,1056,Resale,Condominium,North East Region,13,85,0,1693.0
936.47,895,Resale,Condominium,North Region,3,88,0,872.0
2335.79,1113,Resale,Apartment,Central Region,6,0,1,1139.0
1173.28,1515,New Sale,Apartment,Central Region,3,0,1,1033.0
871.88,843,Resale,Executive Condominium,North Region,7,88,0,2075.0
1769.6,1546,Resale,Terrace House,East Region,0,0,1,884.0
1485.43,1165,New Sale,Condominium,East Region,2,95,0,1935.0
990.29,1121,New Sale,Executive Condominium,North East Region,15,96,0,522.0
958.0,1310,Resale,Condominium,West Region,9,0,1,637.0
1291.68,601,Resale,Executive Condominium,North Region,2,75,0,772.0
2147.42,1709,Resale,Terrace House,Central Region,0,0,1,1374.0
678.13,1363,New Sale,Condominium,East Region,6,96,0,1619.0
1485.43,707,Resale,Condominium,North East Region,1,73,0,3016.0
1140.98,868,Resale,Executive Condominium,East Region,9,90,0,1569.0
1184.04,1013,Resale,Condominium,North East Region,7,89,0,479.0
914.94,1104,Resale,Apartment,Central Region,3,0,1,1499.0
452.09,2898,New Sale,Apartment,Central Region,9,96,0,519.0
1646.89,1336,Resale,Condominium,Central Region,8,72,0,5449.0
656.6,1846,New Sale,Apartment,Central Region,7,96,0,1653.0
1194.8,2051,Resale,Condominium,Central Region,6,90,0,1184.0
1248.62,831,Resale,Executive Condominium,North East Region,1,88,0,353.0
3649.0,542,Resale,Semi-Detached House,North East Region,0,88,0,2510.0
785.77,1044,Resale,Condominium,East Region,8,88,0,1543.0
1388.56,1844,New Sale,Apartment,Central Region,3,0,1,447.0
1550.02,1161,Resale,Apartment,Central Region,2,0,1,1129.0
1420.85,1316,Resale,Condominium,West Region,7,0,1,1099.0
1173.28,1379,Resale,Apartment,Central Region,6,0,1,684.0
1603.84,1550,New Sale,Apartment,Central Region,17,96,0,253.0
925.7,1499,Resale,Condominium,Central Region,11,70,0,332.0
527.44,1953,Resale,Apartment,Central Region,11,83,0,426.0
688.9,1980,New Sale,Apartment,Central Region,13,95,0,405.0
548.96,2459,Resale,Condominium,Central Region,18,0,1,696.0
1528.49,1433,Sub Sale,Apartment,Central Region,15,92,0,238.0
1410.08,617,Resale,Executive Condominium,West Region,5,75,0,521.0
1356.26,1224,Resale,Condominium,Central Region,7,76,0,3733.0
462.85,1467,New Sale,Condominium,East Region,7,96,0,1604.0
1377.79,1700,New Sale,Condominium,Central Region,19,96,0,1270.0
1173.28,1129,Resale,Condominium,West Region,16,80,0,898.0
936.47,719,Resale,Condominium,East Region,1,70,0,1856.0
1506.96,1137,New Sale,Condominium,North East Region,22,94,0,358.0
1506.96,1891,New Sale,Apartment,Central Region,3,0,1,447.0
2206.62,1636,Resale,Terrace House,North East Region,0,0,1,2469.0
1776.06,997,Resale,Condominium,West Region,17,86,0,505.0
1076.4,853,Resale,Apartment,Central Region,0,0,1,1717.0
710.42,2095,Resale,Condominium,Central Region,11,90,0,1184.0
968.76,1311,Resale,Apartment,Central Region,9,0,1,929.0
1237.86,968,Resale,Condominium,Central Region,13,75,0,485.0
1130.22,1471,Resale,Apartment,North East Region,12,89,0,519.0
1593.07,866,Resale,Condominium,East Region,1,0,1,1770.0
1291.68,1850,Resale,Apartment,Central Region,15,0,1,2214.0
1603.84,1372,Resale,Condominium,Central Region,4,0,1,1868.0
710.42,1070,Resale,Condominium,North East Region,10,89,0,1283.0
1001.05,2319,Resale,Apartment,Central Region,21,89,0,182.0
462.85,2644,New Sale,Apartment,Central Region,21,0,1,740.0
1689.95,1615,Resale,Condominium,Central Region,5,84,0,647.0
1173.28,1520,Resale,Condominium,Central Region,1,84,0,647.0
2421.9,3716,Resale,Condominium,Central Region,35,0,1,943.0
968.76,1326,Resale,Condominium,North East Region,2,0,1,1217.0
764.24,1793,New Sale,Condominium,Central Region,22,96,0,674.0
807.3,1735,New Sale,Apartment,Central Region,5,97,0,1016.0
1388.56,1519,Resale,Apartment,Central Region,12,0,1,2172.0
3647.92,864,Resale,Semi-Detached House,North East Region,0,0,1,941.0
1022.58,1262,Resale,Condominium,East Region,8,0,1,2458.0
2411.14,3452,New Sale,Condominium,Central Region,33,0,1,995.0
1151.75,1207,Sub Sale,Apartment,North East Region,15,92,0,231.0
1280.92,724,Resale,Executive Condominium,East Region,11,75,0,1676.0
925.7,1394,Resale,Condominium,West Region,8,0,1,1106.0
6529.44,1486,Resale,Detached House,Central Region,0,0,1,758.0
1065.64,887,Resale,Condominium,North East Region,7,89,0,498.0
4314.21,927,Resale,Semi-Detached House,Central Region,0,0,1,2122.0
764.24,1335,Resale,Apartment,Central Region,4,0,1,1093.0
678.13,1370,New Sale,Condominium,East Region,7,96,0,1619.0
699.66,1698,New Sale,Apartment,Central Region,5,97,0,1047.0
1119.46,911,Resale,Condominium,West Region,13,86,0,626.0
1130.22,1018,Resale,Executive Condominium,North East Region,16,88,0,413.0
1883.7,1025,Resale,Apartment,West Region,6,0,1,492.0
914.94,956,Resale,Executive Condominium,North East Region,14,89,0,919.0
1819.12,1539,Resale,Condominium,Central Region,3,0,1,681.0
925.7,1458,Resale,Apartment,Central Region,0,0,1,1207.0
398.27,1185,Resale,Apartment,Central Region,5,52,0,938.0
753.48,2211,Resale,Apartment,Central Region,15,89,0,182.0
1356.26,1637,Resale,Condominium,East Region,4,0,1,1990.0
1119.46,965,Resale,Condominium,North East Region,16,80,0,850.0
1291.68,991,Resale,Condominium,West Region,3,81,0,1047.0
1184.04,946,Resale,Condominium,East Region,9,71,0,2725.0
656.6,1840,New Sale,Apartment,Central Region,6,96,0,1653.0
1280.92,1546,New Sale,Apartment,Central Region,3,97,0,1137.0
764.24,1470,New Sale,Apartment,West Region,23,96,0,2788.0
3261.49,736,Resale,Terrace House,Central Region,0,0,1,1026.0
